>gi|40889476
>gi|46014898
>gi|99032451
>gi|40889466
>gi|83589372
>gi|1213765404
>gi|1390137634
>gi|225168618
>gi|521361547
>gi|504273283
>gi|985663489
>gi|1232004345
>gi|1005382093
>gi|1113368431
>gi|1083362792
>gi|917359626
>gi|1086829954
>gi|1190743367
>gi|1277813847
>gi|1084557323
>gi|1286980736
>gi|511345327
>gi|1088412118
>gi|818439230
>gi|1083353904
>gi|1101515361
>gi|818594595
>gi|1101060267
>gi|1088067415
>gi|931395627
>gi|1101063310
>gi|1121273570
>gi|2649077
>gi|1084730660
>gi|1180594304
>gi|1101063503
>gi|1391059454
>gi|1277169048
>gi|1083366194
>gi|524749678
>gi|503503987
>gi|1083462333
>gi|25008525
>gi|1119427538
>gi|918226050
>gi|1082858908
>gi|931427657
>gi|1088491558
>gi|1278547709
>gi|1276444499
>gi|1387348109
>gi|501266648
>gi|502625701
>gi|1007513221
>gi|1000291347
>gi|1083063793
>gi|1052732504
>gi|308914057
>gi|524012081
>gi|1083466025
>gi|1277083156
>gi|504247195
>gi|1150024386
>gi|931397817
>gi|1119591775
>gi|510806208
>gi|344033754
>gi|1085596789
>gi|497200287
>gi|1278360828
>gi|1287021994
>gi|919593770
>gi|1276420781
>gi|738755437
>gi|1189867846
>gi|1148859447
>gi|818834865
>gi|1088139335
>gi|357170941
>gi|1277098120
>gi|770826459
>gi|1052863684
>gi|1054679569
>gi|1087925053
>gi|941472480
>gi|1240598302
>gi|818452921
>gi|1276895319
>gi|373247393
>gi|974127335
>gi|808084728
>gi|1052282861
>gi|1140832259
>gi|1176605002
>gi|1125171844
>gi|1008847385
>gi|833814355
>gi|1088140204
>gi|406970729
>gi|765014390
>gi|499840725
>gi|522203550
>gi|1061374988
>gi|917470736
>gi|269986496
>gi|1113169384
>gi|1053019030
>gi|1332912275
>gi|934109494
>gi|1085052614
>gi|1125708085
>gi|495964568
>gi|694274258
>gi|25008526
>gi|1277893708
>gi|815051348
>gi|365747861
>gi|1084422847
>gi|551046432
>gi|1276897172
>gi|818854960
>gi|1348428386
>gi|496091738
>gi|1101062990
>gi|818599293
>gi|1223376863
>gi|493830992
>gi|1176726205
>gi|1333521279
>gi|1100650553
>gi|916975221
>gi|1083576610
>gi|1392647401
>gi|1330243928
>gi|1279217549
>gi|1309177415
>gi|948989219
