#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SB_02-contig440_2    -          TIGR00037            TIGR00037    7.5e-35  117.2   0.3   8.3e-35  117.1   0.3   1.0   1   0   0   1   1   1   1 # 1331 # 1741 # 1 # ID=440_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375
SB_02-contig310_5    -          TIGR00037            TIGR00037    5.9e-34  114.3   0.3   6.5e-34  114.2   0.3   1.0   1   0   0   1   1   1   1 # 2003 # 2413 # -1 # ID=310_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375
SB_02-contig30_4     -          TIGR00064            TIGR00064      1e-88  294.8   7.8   1.3e-88  294.5   7.8   1.1   1   0   0   1   1   1   1 # 2940 # 4169 # 1 # ID=30_4;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.332
SB_02-contig60_5     -          TIGR00134            TIGR00134   2.8e-173  575.1  10.9  3.1e-173  574.9  10.9   1.0   1   0   0   1   1   1   1 # 2713 # 4578 # -1 # ID=60_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.297
SB_02-contig76_1     -          TIGR00134            TIGR00134   8.5e-112  372.0   1.9  9.5e-112  371.8   1.9   1.0   1   0   0   1   1   1   1 # 3 # 1001 # -1 # ID=76_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.337
SB_02-contig453_2    -          TIGR00194            TIGR00194   1.7e-146  486.9   9.0    2e-146  486.6   9.0   1.0   1   0   0   1   1   1   1 # 2163 # 3749 # 1 # ID=453_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.281
SB_02-contig129_4    -          TIGR00279            TIGR00279      9e-52  172.8   1.2     1e-51  172.6   1.2   1.0   1   0   0   1   1   1   1 # 2468 # 2962 # 1 # ID=129_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.345
SB_02-contig604_2    -          TIGR00323            TIGR00323    2.2e-53  178.4   2.5   2.4e-53  178.3   2.5   1.0   1   0   0   1   1   1   1 # 463 # 1128 # 1 # ID=604_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.321
SB_02-contig490_4    -          TIGR00335            TIGR00335    8.3e-38  128.2   5.7   4.4e-15   53.5   1.6   3.1   3   0   0   3   3   0   0 # 2469 # 3590 # 1 # ID=490_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.301
SB_02-contig497_4    -          TIGR00337            TIGR00337   1.3e-224  744.3   0.5  1.4e-224  744.1   0.5   1.0   1   0   0   1   1   1   1 # 2196 # 3785 # -1 # ID=497_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
SB_02-contig258_2    -          TIGR00344            TIGR00344   5.3e-156  518.8   1.8  2.6e-154  513.1   1.8   2.0   1   1   0   1   1   1   1 # 667 # 3333 # 1 # ID=258_2;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.359
SB_02-contig419_1    -          TIGR00344            TIGR00344   1.9e-147  490.5   0.7  3.6e-145  482.9   0.7   2.1   1   1   0   1   1   1   1 # 1 # 2448 # -1 # ID=419_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.365
SB_02-contig542_6    -          TIGR00344            TIGR00344   3.2e-143  476.5   0.2  2.4e-111  371.0   0.0   2.0   1   1   1   2   2   0   0 # 3150 # 5261 # 1 # ID=542_6;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.373
SB_02-contig503_1    -          TIGR00392            TIGR00392   2.6e-202  671.9   7.1  3.4e-202  671.5   7.1   1.1   1   0   0   1   1   1   1 # 6 # 3206 # -1 # ID=503_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.346
SB_02-contig115_3    -          TIGR00392            TIGR00392   1.3e-200  666.3   7.4  1.6e-200  666.0   7.4   1.0   1   0   0   1   1   1   1 # 923 # 4123 # -1 # ID=115_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.340
SB_02-contig382_2    -          TIGR00392            TIGR00392   3.4e-169  562.4   6.9  4.2e-169  562.0   6.9   1.1   1   0   0   1   1   1   1 # 299 # 3025 # -1 # ID=382_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.318
SB_02-contig192_5    -          TIGR00398            TIGR00398   2.4e-106  354.1   5.3  2.7e-106  354.0   5.3   1.0   1   0   0   1   1   1   1 # 2865 # 3833 # 1 # ID=192_5;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.336
SB_02-contig420_5    -          TIGR00405            TIGR00405    4.8e-37  124.8   0.5   5.3e-37  124.6   0.5   1.0   1   0   0   1   1   1   1 # 1886 # 2344 # -1 # ID=420_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.338
